,idx,tok,ans,tok_p,ans_mean,ext_p,weighted
0,0,"
",$\it{Other}$,0.08727275227756558,0.5,0.4313533015987877,0.04363637613878279
1,0,"
",eaaai,0.08727275227756558,0.0,0.0,0.0
2,0,"
",eayi,0.08727275227756558,0.5,0.5686466984012115,0.04363637613878279
3,0,"
",eayy,0.08727275227756558,0.0,0.0,0.0
4,0,"
",eiya,0.08727275227756558,0.0,0.0,0.0
5,0,"
",eiyy,0.08727275227756558,0.0,0.0,0.0
6,0,"

",$\it{Other}$,0.2630595146906842,0.3,0.2999370639992072,0.07891785440720527
7,0,"

",eaaai,0.2630595146906842,0.0,0.0,0.0
8,0,"

",eayi,0.2630595146906842,0.7,0.7000629360007928,0.18414166028347895
9,0,"

",eayy,0.2630595146906842,0.0,0.0,0.0
10,0,"

",eiya,0.2630595146906842,0.0,0.0,0.0
11,0,"

",eiyy,0.2630595146906842,0.0,0.0,0.0
12,0," 
",$\it{Other}$,0.12149830331253847,0.4,0.3658897823318221,0.04859932132501539
13,0," 
",eaaai,0.12149830331253847,0.03333333333333333,0.021248627215735227,0.0040499434437512825
14,0," 
",eayi,0.12149830331253847,0.5333333333333333,0.5786814060263393,0.06479909510002052
15,0," 
",eayy,0.12149830331253847,0.03333333333333333,0.03418018442610286,0.0040499434437512825
16,0," 
",eiya,0.12149830331253847,0.0,0.0,0.0
17,0," 
",eiyy,0.12149830331253847,0.0,0.0,0.0
18,0," 

",$\it{Other}$,0.15626331456112016,0.43333333333333335,0.42395458729242935,0.0677141029764854
19,0," 

",eaaai,0.15626331456112016,0.0,0.0,0.0
20,0," 

",eayi,0.15626331456112016,0.5333333333333333,0.5427182784141916,0.08334043443259742
21,0," 

",eayy,0.15626331456112016,0.03333333333333333,0.03332713429337936,0.005208777152037339
22,0," 

",eiya,0.15626331456112016,0.0,0.0,0.0
23,0," 

",eiyy,0.15626331456112016,0.0,0.0,0.0
24,0, First,$\it{Other}$,0.2278340921748308,0.43333333333333335,0.44340033421132447,0.09872810660909336
25,0, First,eaaai,0.2278340921748308,0.03333333333333333,0.03196364657383894,0.007594469739161027
26,0, First,eayi,0.2278340921748308,0.4666666666666667,0.4561430910870292,0.10632257634825437
27,0, First,eayy,0.2278340921748308,0.06666666666666667,0.06849292812780719,0.015188939478322054
28,0, First,eiya,0.2278340921748308,0.0,0.0,0.0
29,0, First,eiyy,0.2278340921748308,0.0,0.0,0.0
30,0, The,$\it{Other}$,0.07597443470057205,0.36666666666666664,0.3541198474677209,0.027857292723543085
31,0, The,eaaai,0.07597443470057205,0.03333333333333333,0.01639028462908165,0.002532481156685735
32,0, The,eayi,0.07597443470057205,0.6,0.6294898679031977,0.04558466082034323
33,0, The,eayy,0.07597443470057205,0.0,0.0,0.0
34,0, The,eiya,0.07597443470057205,0.0,0.0,0.0
35,0, The,eiyy,0.07597443470057205,0.0,0.0,0.0
36,0, We,$\it{Other}$,0.06809758828268865,0.26666666666666666,0.25224345055710296,0.01815935687538364
37,0, We,eaaai,0.06809758828268865,0.0,0.0,0.0
38,0, We,eayi,0.06809758828268865,0.7,0.720523944492852,0.04766831179788205
39,0, We,eayy,0.06809758828268865,0.03333333333333333,0.027232604950044884,0.002269919609422955
40,0, We,eiya,0.06809758828268865,0.0,0.0,0.0
41,0, We,eiyy,0.06809758828268865,0.0,0.0,0.0
42,1,1,$\it{Other}$,0.7183333921588582,0.3,0.30336063175669775,0.21550001764765744
