,idx,ans,weighted
0,0,$\it{Other}$,0.00262945337563253
1,0,No,0.10718047807792364
2,0,Yes,0.8901900685464439
3,1,$\it{Other}$,0.0
4,1,No,0.06892019825733955
5,1,Yes,0.9310798017426605
6,2,$\it{Other}$,0.0
7,2,No,0.13333333333333333
8,2,Yes,0.8666666666666667
9,3,$\it{Other}$,0.0
10,3,No,0.06666666666666667
11,3,Yes,0.9333333333333333
12,4,$\it{Other}$,0.0
13,4,No,0.13375129538552005
14,4,Yes,0.86624870461448
15,5,$\it{Other}$,0.03333333333333333
16,5,No,0.13333333333333333
17,5,Yes,0.8333333333333334
18,6,$\it{Other}$,0.0
19,6,No,0.16666666666666666
20,6,Yes,0.8333333333333334
21,7,$\it{Other}$,0.004624271302757518
22,7,No,0.11979171959712091
23,7,Yes,0.8755840091001216
24,8,$\it{Other}$,0.005270700097395636
25,8,No,0.046470439702666025
26,8,Yes,0.9482588601999382
27,9,$\it{Other}$,0.0
28,9,No,0.0
29,9,Yes,1.0
30,10,$\it{Other}$,0.0
31,10,No,0.1
32,10,Yes,0.9
33,11,$\it{Other}$,0.0
34,11,No,0.1
35,11,Yes,0.9
36,12,$\it{Other}$,0.0
37,12,No,0.11646524498908581
38,12,Yes,0.8835347550109143
39,13,$\it{Other}$,0.0
40,13,No,0.16666666666666666
41,13,Yes,0.8333333333333334
42,14,$\it{Other}$,0.0
43,14,No,0.1
44,14,Yes,0.9
45,15,$\it{Other}$,0.0
46,15,No,0.1
47,15,Yes,0.9
48,16,$\it{Other}$,0.0
49,16,No,0.12989548146583685
50,16,Yes,0.8701045185341633
51,17,$\it{Other}$,0.0
52,17,No,0.12046855133501869
53,17,Yes,0.8795314486649815
54,18,$\it{Other}$,0.0
55,18,No,0.031233868930220884
56,18,Yes,0.9687661310697792
57,19,$\it{Other}$,0.0
58,19,No,0.2
59,19,Yes,0.8
60,20,$\it{Other}$,0.0
61,20,No,0.03333333333333333
62,20,Yes,0.9666666666666667
63,21,$\it{Other}$,0.0
64,21,No,0.0
65,21,Yes,1.0
66,22,$\it{Other}$,0.0
67,22,No,0.16666666666666666
68,22,Yes,0.8333333333333334
69,23,$\it{Other}$,0.0
70,23,No,0.12323716668394243
71,23,Yes,0.8767628333160576
72,24,$\it{Other}$,0.0
73,24,No,0.03333333333333333
74,24,Yes,0.9666666666666666
75,25,$\it{Other}$,0.0
76,25,No,0.03333333333333333
77,25,Yes,0.9666666666666667
78,26,$\it{Other}$,0.0
79,26,No,0.03333333333333333
80,26,Yes,0.9666666666666667
81,27,$\it{Other}$,0.0
82,27,No,0.0
83,27,Yes,1.0
84,28,$\it{Other}$,0.0
85,28,No,0.03333333333333333
86,28,Yes,0.9666666666666667
87,29,$\it{Other}$,0.0
88,29,No,0.06666666666666667
89,29,Yes,0.9333333333333333
90,30,$\it{Other}$,0.0
91,30,No,0.03333333333333333
92,30,Yes,0.9666666666666667
93,31,$\it{Other}$,0.030827992550654777
94,31,No,0.002505340782678554
95,31,Yes,0.9666666666666666
96,32,$\it{Other}$,0.0
97,32,No,0.0
98,32,Yes,1.0
99,33,$\it{Other}$,0.0
100,33,No,0.0
101,33,Yes,1.0
102,34,$\it{Other}$,0.0
103,34,No,0.05393306020172894
104,34,Yes,0.9460669397982711
105,35,$\it{Other}$,0.0
106,35,No,0.0
107,35,Yes,1.0
108,36,$\it{Other}$,0.0
109,36,No,0.06666666666666667
110,36,Yes,0.9333333333333333
111,37,$\it{Other}$,0.0
112,37,No,0.011282273060532502
113,37,Yes,0.9887177269394675
114,38,$\it{Other}$,0.0
115,38,No,0.0
116,38,Yes,0.9999999999999999
117,39,$\it{Other}$,0.0
118,39,No,0.0
119,39,Yes,1.0
120,40,$\it{Other}$,0.034482758620689655
121,40,No,0.0
122,40,Yes,0.9655172413793104
123,41,$\it{Other}$,0.0
124,41,No,0.03333333333333333
125,41,Yes,0.9666666666666667
126,42,$\it{Other}$,0.0
127,42,No,0.0
128,42,Yes,1.0
129,43,$\it{Other}$,0.0
130,43,No,0.03753848636442707
131,43,Yes,0.9624615136355729
132,44,$\it{Other}$,0.0
133,44,No,0.019193578120011476
134,44,Yes,0.9808064218799885
135,45,$\it{Other}$,0.03094942523257561
136,45,No,0.0
137,45,Yes,0.9690505747674245
138,46,$\it{Other}$,0.0
139,46,No,0.0
140,46,Yes,1.0
141,47,$\it{Other}$,0.0
142,47,No,0.0
143,47,Yes,1.0
144,48,$\it{Other}$,0.0
145,48,No,0.0
146,48,Yes,1.0
147,49,$\it{Other}$,0.0
148,49,No,0.0
149,49,Yes,1.0
150,50,$\it{Other}$,0.0
151,50,No,0.0
152,50,Yes,0.9999999999999999
153,51,$\it{Other}$,0.0
154,51,No,0.0
155,51,Yes,1.0
156,52,$\it{Other}$,0.0
157,52,No,0.0
158,52,Yes,1.0
159,53,$\it{Other}$,0.0
160,53,No,0.0
161,53,Yes,1.0
