,idx,tok,ans,tok_p,ans_mean,ext_p,weighted
0,0, He,1.0,0.31649658030585504,0.8666666666666667,0.859414385343804,0.2742970362650744
1,0, He,2.0,0.31649658030585504,0.13333333333333333,0.1405856146561958,0.04219954404078067
2,0, It,1.0,0.1454592875501019,0.9333333333333333,0.9355924937524488,0.13576200171342845
3,0, It,2.0,0.1454592875501019,0.06666666666666667,0.06440750624755169,0.00969728583667346
4,0, The,1.0,0.5380441321440431,0.9,0.9019817322543714,0.4842397189296388
5,0, The,2.0,0.5380441321440431,0.1,0.09801826774562815,0.053804413214404316
6,1, first,1.0,0.08032325514489327,0.8666666666666667,0.8633006225900473,0.06961348779224084
7,1, first,2.0,0.08032325514489327,0.13333333333333333,0.136699377409953,0.010709767352652437
8,1, sight,1.0,0.19587442836871166,0.9333333333333333,0.931651508834796,0.1828161331441309
9,1, sight,2.0,0.19587442836871166,0.06666666666666667,0.06834849116520426,0.013058295224580777
10,1, sky,1.0,0.10271835057481644,0.9,0.9004819134612627,0.0924465155173348
11,1, sky,2.0,0.10271835057481644,0.1,0.0995180865387368,0.010271835057481644
12,1, snow,1.0,0.22321358253890392,0.7666666666666667,0.7566861229623811,0.17113041327982634
13,1, snow,2.0,0.22321358253890392,0.23333333333333334,0.24331387703761886,0.052083169259077584
14,1, sun,1.0,0.39787038337267466,0.8333333333333334,0.8048089203376221,0.33155865281056224
15,1, sun,2.0,0.39787038337267466,0.16666666666666666,0.19519107966237792,0.06631173056211244
16,10,",",1.0,1.0,0.8666666666666667,0.8552625718170052,0.8666666666666667
17,10,",",2.0,1.0,0.13333333333333333,0.14473742818299493,0.13333333333333333
18,11, a,1.0,0.17454684540086343,0.7,0.6942465343567318,0.1221827917806044
19,11, a,2.0,0.17454684540086343,0.3,0.30575346564326805,0.052364053620259025
20,11, it,1.0,0.6029660905893783,0.8333333333333334,0.8213576903392923,0.5024717421578153
21,11, it,2.0,0.6029660905893783,0.16666666666666666,0.17864230966070743,0.10049434843156305
22,11, signaling,1.0,0.22248706400975815,1.0,0.9999999999999996,0.22248706400975815
23,11, signaling,2.0,0.22248706400975815,0.0,0.0,0.0
24,12, was,1.0,1.0,0.9666666666666667,0.9705823419894943,0.9666666666666667
25,12, was,2.0,1.0,0.03333333333333333,0.02941765801050541,0.03333333333333333
