,idx,ans,weighted
0,0,$\it{Other}$,0.0434813216518588
1,0,1400.0,0.14112846608541327
2,0,840.0,0.815390212262728
3,1,$\it{Other}$,0.06666666666666667
4,1,1400.0,0.1
5,1,840.0,0.8333333333333334
6,2,$\it{Other}$,0.009507225627585825
7,2,1400.0,0.04753612813792912
8,2,840.0,0.9429566462344852
9,3,$\it{Other}$,0.0
10,3,1400.0,0.06666666666666667
11,3,840.0,0.9333333333333333
12,4,$\it{Other}$,0.03333333333333333
13,4,1400.0,0.06666666666666667
14,4,840.0,0.9
15,5,$\it{Other}$,0.017601556776718312
16,5,1400.0,0.09626043955979341
17,5,840.0,0.8861380036634882
18,6,$\it{Other}$,0.00824405967030317
19,6,1400.0,0.045699422838788084
20,6,840.0,0.9460565174909087
21,7,$\it{Other}$,0.03333333333333333
22,7,1400.0,0.13333333333333333
23,7,840.0,0.8333333333333334
24,8,$\it{Other}$,0.03333333333333333
25,8,1400.0,0.13333333333333333
26,8,840.0,0.8333333333333334
27,9,$\it{Other}$,0.1
28,9,1400.0,0.13333333333333333
29,9,840.0,0.7666666666666667
30,10,$\it{Other}$,0.06666666666666667
31,10,1400.0,0.03333333333333333
32,10,840.0,0.9
33,11,$\it{Other}$,0.0
34,11,1400.0,0.1
35,11,840.0,0.9
36,12,$\it{Other}$,0.06666666666666667
37,12,1400.0,0.0
38,12,840.0,0.9333333333333333
39,13,$\it{Other}$,0.0
40,13,1400.0,0.16666666666666666
41,13,840.0,0.8333333333333334
42,14,$\it{Other}$,0.0
43,14,1400.0,0.1
44,14,840.0,0.9
45,15,$\it{Other}$,0.03333333333333333
46,15,1400.0,0.1
47,15,840.0,0.8666666666666667
48,16,$\it{Other}$,0.0019114428742308227
49,16,1400.0,0.07048955241512832
50,16,840.0,0.9275990047106409
51,17,$\it{Other}$,0.013223894491766421
52,17,1400.0,0.022669533414456725
53,17,840.0,0.9641065720937768
54,18,$\it{Other}$,0.0
55,18,1400.0,0.03423362223194594
56,18,840.0,0.9657663777680541
57,19,$\it{Other}$,0.0
58,19,1400.0,0.0
59,19,840.0,1.0
60,20,$\it{Other}$,0.0
61,20,1400.0,0.0
62,20,840.0,1.0
63,21,$\it{Other}$,0.0
64,21,1400.0,0.0
65,21,840.0,1.0
66,22,$\it{Other}$,0.0
67,22,1400.0,0.0
68,22,840.0,1.0
69,23,$\it{Other}$,0.0
70,23,1400.0,0.0
71,23,840.0,0.9999999999999999
72,24,$\it{Other}$,0.0
73,24,1400.0,0.0
74,24,840.0,1.0
75,25,$\it{Other}$,0.0
76,25,1400.0,0.0
77,25,840.0,1.0
78,26,$\it{Other}$,0.0
79,26,1400.0,0.0
80,26,840.0,1.0
81,27,$\it{Other}$,0.0
82,27,1400.0,0.0
83,27,840.0,1.0
84,28,$\it{Other}$,0.0
85,28,1400.0,0.015961591070667705
