,idx,ans,weighted
0,0,$\it{Other}$,0.07010941104559877
1,0,$\textit{Other},0.0860506385520178
2,0,A,0.5814582342217524
3,0,B,0.1285304666785804
4,0,C,0.0607782992179495
5,0,D,0.07307295028410117
6,1,$\it{Other}$,0.037269645812852054
7,1,$\textit{Other},0.06564183048251176
8,1,A,0.7027775635929713
9,1,B,0.06777525257948556
10,1,C,0.035449620554995113
11,1,D,0.09108608697718415
12,2,$\it{Other}$,0.021105355167891575
13,2,$\textit{Other},0.16611501873713996
14,2,A,0.6314886150991923
15,2,B,0.106850263185713
16,2,C,0.02797228571503793
17,2,D,0.04646846209502515
18,3,$\it{Other}$,0.03333333333333333
19,3,$\textit{Other},0.06666666666666667
20,3,A,0.6396283282738423
21,3,B,0.15722417425590307
22,3,C,0.003147497470254526
23,3,D,0.1
24,4,$\it{Other}$,0.0
25,4,$\textit{Other},0.13333333333333333
26,4,A,0.6
27,4,B,0.03333333333333333
28,4,C,0.03333333333333333
29,4,D,0.2
30,5,$\it{Other}$,0.030226088326552002
31,5,$\textit{Other},0.07845048267121332
32,5,A,0.6434762170344843
33,5,B,0.13775342156065573
34,5,C,0.04632123091172513
35,5,D,0.06377255949536928
36,6,$\it{Other}$,0.0
37,6,$\textit{Other},0.1
38,6,A,0.6666666666666666
39,6,B,0.13333333333333333
40,6,C,0.06666666666666667
41,6,D,0.03333333333333333
42,7,$\it{Other}$,0.005234141714864783
43,7,$\textit{Other},0.09651093638921057
44,7,A,0.6527082270287863
45,7,B,0.0780074891484339
46,7,C,0.06230506400383955
47,7,D,0.10523414171486478
48,8,$\it{Other}$,0.023838737796973798
49,8,$\textit{Other},0.0569291145875115
50,8,A,0.6430708854124885
51,8,B,0.09741528973582911
52,8,C,0.06436337157593712
53,8,D,0.11438260089125998
54,9,$\it{Other}$,0.03333333333333333
55,9,$\textit{Other},0.03333333333333333
56,9,A,0.5333333333333333
57,9,B,0.2
58,9,C,0.13333333333333333
59,9,D,0.06666666666666667
60,10,$\it{Other}$,0.0
61,10,$\textit{Other},0.06666666666666667
62,10,A,0.7
63,10,B,0.13333333333333333
64,10,C,0.0
65,10,D,0.1
66,11,$\it{Other}$,0.031051565151905006
67,11,$\textit{Other},0.004563536362856653
68,11,A,0.7954364636371434
69,11,B,0.03561510151476166
70,11,C,0.03333333333333333
71,11,D,0.1
72,12,$\it{Other}$,0.06210702925641753
73,12,$\textit{Other},0.13561315203845792
74,12,A,0.5735061227820404
75,12,B,0.10227981870512459
76,12,C,0.06210702925641753
77,12,D,0.06438684796154209
78,13,$\it{Other}$,0.0
79,13,$\textit{Other},0.040319205125725704
80,13,A,0.7736525384590591
81,13,B,0.12634746154094098
82,13,C,0.026347461540940965
83,13,D,0.03333333333333333
84,14,$\it{Other}$,0.018867434925451492
85,14,$\textit{Other},0.10973422387134056
86,14,A,0.6136232204048597
87,14,B,0.14435589004774338
88,14,C,0.059665704488527045
89,14,D,0.053753526262077744
90,15,$\it{Other}$,0.0
91,15,$\textit{Other},0.13333333333333333
92,15,A,0.5
93,15,B,0.13333333333333333
94,15,C,0.1
95,15,D,0.13333333333333333
96,16,$\it{Other}$,0.021529338488092974
97,16,$\textit{Other},0.11712245877490317
98,16,A,0.6202304472460005
99,16,B,0.12833997199017927
100,16,C,0.028664315024716787
101,16,D,0.08411346847610736
102,17,$\it{Other}$,0.004293270950759455
103,17,$\textit{Other},0.0924721030701587
104,17,A,0.6294252865592961
105,17,B,0.0642175830867223
106,17,C,0.08856268517490379
107,17,D,0.12102907115815972
108,18,$\it{Other}$,0.06666666666666667
109,18,$\textit{Other},0.03333333333333333
110,18,A,0.8
111,18,B,0.1
112,18,C,0.0
113,18,D,0.0
114,19,$\it{Other}$,0.03333333333333333
115,19,$\textit{Other},0.06666666666666667
116,19,A,0.8
117,19,B,0.03333333333333333
118,19,C,0.03333333333333333
119,19,D,0.03333333333333333
120,20,$\it{Other}$,0.06666666666666667
121,20,$\textit{Other},0.06666666666666667
122,20,A,0.6666666666666666
123,20,B,0.16666666666666666
124,20,C,0.0
125,20,D,0.03333333333333333
126,21,$\it{Other}$,0.03333333333333333
127,21,$\textit{Other},0.03333333333333333
128,21,A,0.7
129,21,B,0.1
130,21,C,0.0
131,21,D,0.13333333333333333
132,22,$\it{Other}$,0.0
133,22,$\textit{Other},0.06666666666666667
134,22,A,0.8
135,22,B,0.1
136,22,C,0.0
137,22,D,0.03333333333333333
138,23,$\it{Other}$,0.03333333333333333
139,23,$\textit{Other},0.13333333333333333
140,23,A,0.7
141,23,B,0.1
142,23,C,0.0
143,23,D,0.03333333333333333
144,24,$\it{Other}$,0.03333333333333333
145,24,$\textit{Other},0.2
146,24,A,0.6333333333333333
147,24,B,0.1
148,24,C,0.0
149,24,D,0.03333333333333333
150,25,$\it{Other}$,0.0
151,25,$\textit{Other},0.1
152,25,A,0.6333333333333333
153,25,B,0.13333333333333333
154,25,C,0.03333333333333333
155,25,D,0.1
156,26,$\it{Other}$,0.06666666666666667
157,26,$\textit{Other},0.1
158,26,A,0.7666666666666667
159,26,B,0.03333333333333333
160,26,C,0.03333333333333333
161,26,D,0.0
162,27,$\it{Other}$,0.0
163,27,$\textit{Other},0.06666666666666667
164,27,A,0.7333333333333333
165,27,B,0.1
166,27,C,0.03333333333333333
167,27,D,0.06666666666666667
168,28,$\it{Other}$,0.03333333333333333
169,28,$\textit{Other},0.03333333333333333
170,28,A,0.8333333333333334
171,28,B,0.06666666666666667
172,28,C,0.03333333333333333
173,28,D,0.0
174,29,$\it{Other}$,0.0
175,29,$\textit{Other},0.2
176,29,A,0.7
177,29,B,0.03333333333333333
178,29,C,0.0
179,29,D,0.06666666666666667
180,30,$\it{Other}$,0.06666666666666667
181,30,$\textit{Other},0.2
182,30,A,0.6
183,30,B,0.06666666666666667
184,30,C,0.0
185,30,D,0.06666666666666667
186,31,$\it{Other}$,0.0
187,31,$\textit{Other},0.0
188,31,A,0.8666666666666667
189,31,B,0.06666666666666667
190,31,C,0.0
191,31,D,0.06666666666666667
