,idx,tok,ans,tok_p,ans_mean,ext_p,weighted
0,0,"
",$\it{Other}$,0.08620150088351061,0.03333333333333333,0.02899656138266569,0.002873383362783687
1,0,"
",B,0.08620150088351061,0.9666666666666667,0.9710034386173341,0.08332811752072693
2,0,"

",$\it{Other}$,0.09033340171100693,0.0,0.0,0.0
3,0,"

",B,0.09033340171100693,1.0,1.0,0.09033340171100693
4,0," 
",$\it{Other}$,0.06542447272526895,0.0,0.0,0.0
5,0," 
",B,0.06542447272526895,1.0,1.0000000000000004,0.06542447272526895
6,0," 

",$\it{Other}$,0.14077221521917452,0.0,0.0,0.0
7,0," 

",B,0.14077221521917452,1.0,1.0,0.14077221521917452
8,0, First,$\it{Other}$,0.15678627765945713,0.0,0.0,0.0
9,0, First,B,0.15678627765945713,1.0,1.0,0.15678627765945713
10,0, The,$\it{Other}$,0.3768035971223607,0.06666666666666667,0.06192577258601839,0.02512023980815738
11,0, The,B,0.3768035971223607,0.9333333333333333,0.9380742274139817,0.35168335731420336
12,0, We,$\it{Other}$,0.08367853467922105,0.0,0.0,0.0
13,0, We,B,0.08367853467922105,1.0,1.0,0.08367853467922105
14,1, film,$\it{Other}$,0.39595034496310655,0.03333333333333333,0.034336449347022985,0.013198344832103552
15,1, film,B,0.39595034496310655,0.9666666666666667,0.9656635506529769,0.382752000131003
16,1, question,$\it{Other}$,0.1597122425384764,0.03333333333333333,0.030096185717713206,0.005323741417949213
17,1, question,B,0.1597122425384764,0.9666666666666667,0.9699038142822864,0.15438850112052718
18,1, title,$\it{Other}$,0.444337412498417,0.06666666666666667,0.06002857958964905,0.029622494166561136
19,1, title,B,0.444337412498417,0.9333333333333333,0.9399714204103511,0.41471491833185586
20,10, Mr,$\it{Other}$,1.0,0.0,0.0,0.0
21,10, Mr,B,1.0,1.0,1.0000000000000004,1.0
22,11, Rip,$\it{Other}$,0.948620032107929,0.06666666666666667,0.06220495284299988,0.06324133547386193
23,11, Rip,B,0.948620032107929,0.9333333333333333,0.9377950471569999,0.8853786966340671
