,idx,ans,weighted
0,0,$\it{Other}$,0.025245022075584392
1,0,No,0.8699590055260711
2,0,Yes,0.10479597239834444
3,1,$\it{Other}$,0.02913363312316921
4,1,No,0.8958002997898359
5,1,Yes,0.0750660670869949
6,2,$\it{Other}$,0.01344830932957895
7,2,No,0.8670481631906984
8,2,Yes,0.11950352747972254
9,3,$\it{Other}$,0.0
10,3,No,0.9333333333333333
11,3,Yes,0.06666666666666667
12,4,$\it{Other}$,0.0
13,4,No,0.8666666666666667
14,4,Yes,0.13333333333333333
15,5,$\it{Other}$,0.018554138165285557
16,5,No,0.8746721756388447
17,5,Yes,0.10677368619586987
18,6,$\it{Other}$,0.03696149101908015
19,6,No,0.8963718423142533
20,6,Yes,0.06666666666666667
21,7,$\it{Other}$,0.032687895748723196
22,7,No,0.9023036666399309
23,7,Yes,0.06500843761134585
24,8,$\it{Other}$,0.030650475108589325
25,8,No,0.8679320771330967
26,8,Yes,0.10141744775831388
27,9,$\it{Other}$,0.0
28,9,No,0.9
29,9,Yes,0.1
30,10,$\it{Other}$,0.0
31,10,No,0.9333333333333333
32,10,Yes,0.06666666666666667
33,11,$\it{Other}$,0.0
34,11,No,0.9333333333333333
35,11,Yes,0.06666666666666667
36,12,$\it{Other}$,0.0
37,12,No,0.9
38,12,Yes,0.1
39,13,$\it{Other}$,0.0
40,13,No,0.7333333333333333
41,13,Yes,0.26666666666666666
42,14,$\it{Other}$,0.0
43,14,No,0.8333333333333334
44,14,Yes,0.16666666666666666
45,15,$\it{Other}$,0.0
46,15,No,0.9
47,15,Yes,0.1
48,16,$\it{Other}$,0.03333333333333333
49,16,No,0.9333333333333333
50,16,Yes,0.03333333333333333
51,17,$\it{Other}$,0.0
52,17,No,0.8666666666666667
53,17,Yes,0.13333333333333333
54,18,$\it{Other}$,0.0
55,18,No,0.9
56,18,Yes,0.1
57,19,$\it{Other}$,0.06121208496761217
58,19,No,0.8036936688062926
59,19,Yes,0.13509424622609534
60,20,$\it{Other}$,0.03333333333333333
61,20,No,0.8333333333333334
62,20,Yes,0.13333333333333333
63,21,$\it{Other}$,0.0
64,21,No,0.9333333333333333
65,21,Yes,0.06666666666666667
66,22,$\it{Other}$,0.03333333333333333
67,22,No,0.8
68,22,Yes,0.16666666666666666
69,23,$\it{Other}$,0.0
70,23,No,0.9
71,23,Yes,0.1
72,24,$\it{Other}$,0.0
73,24,No,0.9
74,24,Yes,0.1
75,25,$\it{Other}$,0.0
76,25,No,0.8352680650468466
77,25,Yes,0.16473193495315339
78,26,$\it{Other}$,0.0
79,26,No,0.9333333333333333
80,26,Yes,0.06666666666666667
81,27,$\it{Other}$,0.0
82,27,No,0.8994045221618445
83,27,Yes,0.10059547783815545
84,28,$\it{Other}$,0.0
85,28,No,0.9333333333333333
86,28,Yes,0.06666666666666667
87,29,$\it{Other}$,0.013033814930839865
88,29,No,0.9312667612137534
89,29,Yes,0.05569942385540676
90,30,$\it{Other}$,0.0
91,30,No,0.9666666666666667
92,30,Yes,0.03333333333333333
93,31,$\it{Other}$,0.0
94,31,No,0.8313621659236108
95,31,Yes,0.1686378340763894
96,32,$\it{Other}$,0.0
97,32,No,0.9666666666666667
98,32,Yes,0.03333333333333333
99,33,$\it{Other}$,0.0
100,33,No,0.9
101,33,Yes,0.1
102,34,$\it{Other}$,0.0
103,34,No,0.9333333333333333
104,34,Yes,0.06666666666666667
105,35,$\it{Other}$,0.002306078614839076
106,35,No,0.9907756855406437
107,35,Yes,0.006918235844517228
108,36,$\it{Other}$,0.0
109,36,No,0.9666666666666667
110,36,Yes,0.03333333333333333
111,37,$\it{Other}$,0.0
112,37,No,0.9333333333333333
113,37,Yes,0.06666666666666667
114,38,$\it{Other}$,0.0333011431941483
115,38,No,0.9088097757187896
116,38,Yes,0.05788908108706222
117,39,$\it{Other}$,0.0
118,39,No,0.9333333333333333
119,39,Yes,0.06666666666666667
120,40,$\it{Other}$,0.0
121,40,No,0.9847816359995984
122,40,Yes,0.01521836400040159
123,41,$\it{Other}$,0.030116631757431032
