,idx,tok,tok_p,ans,ans_raw,ans_lp,ans_lps,ext_len,ext_lp_raw,ext_lp
0,0, The,0.33554345763668103,A,"A 
",,[None],439,-193.53747782433572,-0.44085985836978525
1,0, The,0.33554345763668103,A,"A 
",,[None],410,-204.4785799176841,-0.4987282437016685
2,0, The,0.33554345763668103,B,"B 
",,[None],369,-178.8332662918802,-0.4846429980809761
3,0, The,0.33554345763668103,A,"A 
",,[None],173,-72.30241569361303,-0.41793303869140475
4,0, The,0.33554345763668103,A,"A 
",,[None],142,-69.17673867791387,-0.48716013153460475
5,0, The,0.33554345763668103,C,"C 
",,[None],438,-197.63383900418478,-0.4512188105118374
6,0, The,0.33554345763668103,D,"D 
",,[None],133,-131.631671730745,-0.9897118175243985
7,0, The,0.33554345763668103,B,"B 
",,[None],366,-171.23695356508054,-0.4678605288663403
8,0, The,0.33554345763668103,D,"D 
",,[None],293,-168.0248606059607,-0.5734636880749512
9,0, The,0.33554345763668103,D,"D 
",,[None],486,-243.14378191646804,-0.5002958475647491
10,0, The,0.33554345763668103,D,"D 
",,[None],430,-195.71738382269953,-0.45515670656441753
11,0, The,0.33554345763668103,D,"D 
",,[None],320,-131.07875732755727,-0.4096211166486165
12,0, The,0.33554345763668103,A,"A 
",,[None],512,-382.4426203904425,-0.7469582429500831
13,0, The,0.33554345763668103,A,"A 
",,[None],178,-82.99096969275791,-0.4662414027683029
14,0, The,0.33554345763668103,A,"A 
",,[None],272,-138.62208500796632,-0.5096400184116409
15,0, The,0.33554345763668103,A,"A 
",,[None],191,-61.41328857961094,-0.321535542301628
16,0, The,0.33554345763668103,D,"D 
",,[None],312,-141.67383746450943,-0.45408281238624815
17,0, The,0.33554345763668103,D,"D 
",,[None],276,-143.70647857728747,-0.5206756470191575
18,0, The,0.33554345763668103,D,"D 
",,[None],205,-220.4702595738406,-1.0754646808480028
19,0, The,0.33554345763668103,A,"A 
",,[None],221,-115.43710773165402,-0.5223398539893848
20,0, The,0.33554345763668103,D,"D 
",,[None],443,-196.73025618091256,-0.4440863570675227
21,0, The,0.33554345763668103,D,"D 
",,[None],512,-195.42849167005437,-0.38169627279307494
22,0, The,0.33554345763668103,A,"A 
",,[None],401,-193.9085332624613,-0.48356242708843217
23,0, The,0.33554345763668103,D,"D 
",,[None],357,-204.11343571520916,-0.5717463185299977
24,0, The,0.33554345763668103,B,"B 
",,[None],374,-169.84448369952742,-0.4541296355602337
25,0, The,0.33554345763668103,D,"D 
",,[None],456,-220.72290021705734,-0.484041447844424
26,0, The,0.33554345763668103,A,"A 
",,[None],326,-165.32160344827437,-0.5071214829701668
27,0, The,0.33554345763668103,D,"D 
",,[None],253,-127.36919219823072,-0.5034355422854969
28,0, The,0.33554345763668103,A,"A 
",,[None],93,-52.232264435618994,-0.5616372519959032
29,0, The,0.33554345763668103,A,"A 
",,[None],217,-120.90623235388603,-0.5571715776676776
30,0," 

",0.21755743377035525,D,"D 
",,[None],403,-194.3643608369293,-0.4822936993472191
31,0," 

",0.21755743377035525,B,"B 
",,[None],190,-98.1877284782654,-0.51677751830666
32,0," 

",0.21755743377035525,A,"A 
",,[None],399,-201.39204433957573,-0.5047419657633476
33,0," 

",0.21755743377035525,D,"D 
",,[None],264,-118.24242218910774,-0.44788796283752935
34,0," 

",0.21755743377035525,A,"A 
",,[None],280,-147.60891772743852,-0.5271747061694233
35,0," 

",0.21755743377035525,D,"D 
",,[None],284,-138.91997992024028,-0.4891548588740855
36,0," 

",0.21755743377035525,D,"D 
",,[None],102,-65.05794058530401,-0.6378229469147452
37,0," 

",0.21755743377035525,D,"D 
",,[None],241,-95.98605173055567,-0.39828237232595715
38,0," 

",0.21755743377035525,D,"D 
",,[None],182,-71.7619545514996,-0.39429645357966814
39,0," 

",0.21755743377035525,D,"D 
",,[None],221,-120.46114766565891,-0.5450730663604476
40,0," 

",0.21755743377035525,B,"B 
",,[None],512,-178.9083572304163,-0.34943038521565684
41,0," 

",0.21755743377035525,D,"D 
",,[None],124,-74.74512308745898,-0.6027832507053144
42,0," 

",0.21755743377035525,B,"B 
",,[None],361,-172.81853786381131,-0.47872171153410337
43,0," 

",0.21755743377035525,D,"D 
",,[None],280,-136.14248613758804,-0.4862231647771001
44,0," 

",0.21755743377035525,A,"A 
",,[None],142,-334.94850826416706,-2.3587923117194864
45,0," 

",0.21755743377035525,A,"A 
",,[None],308,-161.74826435349559,-0.5251567024464143
46,0," 

",0.21755743377035525,D,"D 
",,[None],286,-128.94118265908645,-0.45084329601079176
47,0," 

",0.21755743377035525,D,"D 
",,[None],219,-83.28852118786378,-0.38031288213636427
48,0," 

",0.21755743377035525,A,"A 
",,[None],184,-72.27905634189099,-0.3928209583798423
49,0," 

",0.21755743377035525,D,"D 
",,[None],433,-173.906791372499,-0.4016323126385658
50,0," 

",0.21755743377035525,D,"D 
",,[None],304,-236.72638209444102,-0.7787052042580296
51,0," 

",0.21755743377035525,D,"D 
",,[None],512,-306.2623641830448,-0.5981686800450093
52,0," 

",0.21755743377035525,A,"A 
",,[None],449,-190.6907568303076,-0.42470101743943783
53,0," 

",0.21755743377035525,A,"A 
",,[None],302,-148.10199640163376,-0.49040396159481375
54,0," 

",0.21755743377035525,B,"B 
",,[None],404,-180.14388717696968,-0.4459007108340834
55,0," 

",0.21755743377035525,A,"A 
",,[None],160,-64.96420645563195,-0.4060262903476997
56,0," 

",0.21755743377035525,D,"D 
",,[None],512,-290.3132410631053,-0.5670180489513775
57,0," 

",0.21755743377035525,A,"A 
",,[None],171,-61.03164324981955,-0.3569101944433892
58,0," 

",0.21755743377035525,A,"A 
",,[None],294,-149.0901545295337,-0.5071093691480738
59,0," 

",0.21755743377035525,D,"D 
",,[None],153,-201.71531843197502,-1.3184007740651962
60,0," 
",0.17719304340829287,D,"D 
",,[None],169,-82.76737408153296,-0.48974777563037253
61,0," 
",0.17719304340829287,A,"A 
",,[None],375,-210.770332804748,-0.5620542208126613
62,0," 
",0.17719304340829287,A,"A 
",,[None],288,-142.53235497534283,-0.49490401033105147
63,0," 
",0.17719304340829287,D,"D 
",,[None],315,-172.2366470557191,-0.5467830065260924
64,0," 
",0.17719304340829287,D,"D 
",,[None],325,-161.86855601592256,-0.4980570954336079
65,0," 
",0.17719304340829287,D,"D 
",,[None],462,-192.19066078760972,-0.4159971012718825
66,0," 
",0.17719304340829287,A,"A 
",,[None],193,-76.65700320634005,-0.3971865451105702
67,0," 
",0.17719304340829287,D,"D 
",,[None],174,-95.29717861578992,-0.5476849345735053
68,0," 
",0.17719304340829287,D,"D 
",,[None],236,-179.19917068754407,-0.7593185198624749
69,0," 
",0.17719304340829287,A,"A 
",,[None],286,-156.97122624994182,-0.548850441433363
70,0," 
",0.17719304340829287,A,"A 
",,[None],241,-122.67622151979434,-0.5090299648124247
71,0," 
",0.17719304340829287,A,"A 
",,[None],234,-120.31733921827882,-0.5141766633259779
72,0," 
",0.17719304340829287,A,"A 
",,[None],145,-60.88108482754852,-0.4198695505348174
73,0," 
",0.17719304340829287,D,"D 
",,[None],126,-69.55018385584403,-0.5519855861574923
74,0," 
",0.17719304340829287,A,"A 
",,[None],417,-161.49324853625424,-0.387273977305166
75,0," 
",0.17719304340829287,A,"A 
",,[None],400,-219.07743007872904,-0.5476935751968226
76,0," 
",0.17719304340829287,D,"D 
",,[None],99,-128.98502382590598,-1.302879028544505
77,0," 
",0.17719304340829287,A,"A 
",,[None],291,-142.0189068794318,-0.48803748068533265
78,0," 
",0.17719304340829287,D,"D 
",,[None],356,-136.04686632219247,-0.3821541188825631
79,0," 
",0.17719304340829287,D,"D 
",,[None],175,-99.9385713049119,-0.5710775503137823
80,0," 
",0.17719304340829287,D,"D 
",,[None],406,-150.7466516019126,-0.3712971714332822
81,0," 
",0.17719304340829287,D,"D 
",,[None],512,-259.9296190205448,-0.5076750371495016
82,0," 
",0.17719304340829287,A,"A 
",,[None],254,-143.841305330991,-0.5663043516968149
83,0," 
",0.17719304340829287,D,"D 
",,[None],231,-116.56787784524853,-0.5046228478149287
84,0," 
",0.17719304340829287,A,"A 
",,[None],220,-100.30094817948121,-0.45591340081582366
85,0," 
",0.17719304340829287,A,"A 
",,[None],276,-126.22335865863906,-0.4573310096327502
86,0," 
",0.17719304340829287,D,"D 
",,[None],336,-111.80378642478162,-0.3327493643594691
87,0," 
",0.17719304340829287,D,"D 
",,[None],405,-241.17562798260695,-0.595495377734832
88,0," 
",0.17719304340829287,A,"A 
",,[None],366,-168.13329366914448,-0.4593805837954767
89,0," 
",0.17719304340829287,A,"A 
",,[None],374,-150.94267363771587,-0.40359003646448094
90,0, First,0.12493605906932904,D,"D 
",,[None],451,-316.3362346678108,-0.7014107198842812
