,idx,ans,weighted
0,0,$\it{Other}$,0.3808421551163713
1,0,Finish: content_filter,0.0129836868914713
2,0,hero,0.06237881254928245
3,0,hoe,0.002975387442098339
4,0,hore,0.526434253380742
5,0,horee,0.014385704620034622
6,1,$\it{Other}$,0.5290538383665097
7,1,Finish: content_filter,0.0
8,1,hero,0.008558989933647364
9,1,hoe,0.0
10,1,hore,0.4581076767330193
11,1,horee,0.004279494966823682
12,2,$\it{Other}$,0.4
13,2,Finish: content_filter,0.0
14,2,hero,0.01960770952441985
15,2,hoe,0.01307180634961323
16,2,hore,0.5673204841259669
17,2,horee,0.0
18,3,$\it{Other}$,0.3
19,3,Finish: content_filter,0.0
20,3,hero,0.06666666666666667
21,3,hoe,0.0
22,3,hore,0.6333333333333333
23,3,horee,0.0
24,4,$\it{Other}$,0.5333333333333333
25,4,Finish: content_filter,0.0
26,4,hero,0.0
27,4,hoe,0.0
28,4,hore,0.4666666666666667
29,4,horee,0.0
30,5,$\it{Other}$,0.35572154598512995
31,5,Finish: content_filter,0.036928336141790856
32,5,hero,0.06603764757760025
33,5,hoe,0.02947289216396985
34,5,hore,0.511839578131509
35,5,horee,0.0
36,6,$\it{Other}$,0.25046300401838667
37,6,Finish: content_filter,0.0
38,6,hero,0.14346098112970634
39,6,hoe,0.06126544578390667
40,6,hore,0.4610142317162803
41,6,horee,0.08379633735172004
42,7,$\it{Other}$,0.3216026249659139
43,7,Finish: content_filter,0.0
44,7,hero,0.09608976387752687
45,7,hoe,0.001955118061236571
46,7,hore,0.5470191597619893
47,7,horee,0.03333333333333333
48,8,$\it{Other}$,0.23785434626916896
49,8,Finish: content_filter,0.0022605064679178076
50,8,hero,0.1
51,8,hoe,0.0
52,8,hore,0.5355938398012512
53,8,horee,0.1242913074616621
54,9,$\it{Other}$,0.3333333333333333
55,9,Finish: content_filter,0.0
56,9,hero,0.1
57,9,hoe,0.03333333333333333
58,9,hore,0.4666666666666667
59,9,horee,0.06666666666666667
60,10,$\it{Other}$,0.36666666666666664
61,10,Finish: content_filter,0.0
62,10,hero,0.06666666666666667
63,10,hoe,0.0
64,10,hore,0.5666666666666667
65,10,horee,0.0
66,11,$\it{Other}$,0.4
67,11,Finish: content_filter,0.03333333333333333
68,11,hero,0.1
69,11,hoe,0.0
70,11,hore,0.4666666666666667
71,11,horee,0.0
72,12,$\it{Other}$,0.2878831812646778
73,12,Finish: content_filter,0.006528921327496274
74,12,hero,0.07746090334423275
75,12,hoe,0.022353293545777104
76,12,hore,0.5507541925838729
77,12,horee,0.05501950793394288
78,13,$\it{Other}$,0.30365008274983785
79,13,Finish: content_filter,0.0018250413749189387
80,13,hero,0.10365008274983789
81,13,hoe,0.0
82,13,hore,0.5593665011669908
83,13,horee,0.0315082919584144
84,14,$\it{Other}$,0.4
85,14,Finish: content_filter,0.03333333333333333
86,14,hero,0.03333333333333333
87,14,hoe,0.0
88,14,hore,0.5333333333333333
89,14,horee,0.0
90,15,$\it{Other}$,0.4111225971917295
91,15,Finish: content_filter,0.02221073614160391
92,15,hero,0.08884294456641564
93,15,hoe,0.04442147228320782
94,15,hore,0.43340224981704323
95,15,horee,0.0
96,16,$\it{Other}$,0.38742296090879724
97,16,Finish: content_filter,0.030802863094593402
98,16,hero,0.09101302712413989
99,16,hoe,0.0026317296917359586
100,16,hore,0.446741700832641
101,16,horee,0.04138771834809258
102,17,$\it{Other}$,0.23958509992991217
103,17,Finish: content_filter,0.04031216032230003
104,17,hero,0.1111327181358229
105,17,hoe,0.03819046327717307
106,17,hore,0.5164320820323887
107,17,horee,0.054347476302403136
108,18,$\it{Other}$,0.28640788202213885
109,18,Finish: content_filter,0.033333333333333326
110,18,hero,0.11974121535547218
111,18,hoe,0.0
112,18,hore,0.5605175692890556
113,18,horee,0.0
114,19,$\it{Other}$,0.13333333333333333
115,19,Finish: content_filter,0.03333333333333333
116,19,hero,0.2
117,19,hoe,0.0
118,19,hore,0.6
119,19,horee,0.03333333333333333
120,20,$\it{Other}$,0.1522597529447986
121,20,Finish: content_filter,0.038190684372625454
122,20,hero,0.07619166719125721
123,20,hoe,0.04853908681661899
124,20,hore,0.6297501320206893
125,20,horee,0.055068676654010475
126,21,$\it{Other}$,0.21500320568196485
127,21,Finish: content_filter,0.026780024791175597
128,21,hero,0.10705805220759171
129,21,hoe,0.045076640643660904
130,21,hore,0.606082076675607
131,21,horee,0.0
