,idx,tok,ans,tok_p,ans_mean,ext_p,weighted
0,0,"
",$\it{Other}$,0.07722227040561515,0.16666666666666666,0.16134570623554287,0.012870378400935857
1,0,"
",Masherbrum,0.07722227040561515,0.8,0.8060163385275924,0.06177781632449212
2,0,"
",Sherpi Kangri,0.07722227040561515,0.03333333333333333,0.032637955236864635,0.0025740756801871717
3,0,"

",$\it{Other}$,0.15894017796107734,0.03333333333333333,0.03932623630363177,0.005298005932035912
4,0,"

",Masherbrum,0.15894017796107734,0.9,0.8958716415400352,0.14304616016496963
5,0,"

",Sherpi Kangri,0.15894017796107734,0.06666666666666667,0.06480212215633269,0.010596011864071823
6,0," 
",$\it{Other}$,0.1601589552187186,0.1,0.09698569582681425,0.01601589552187186
7,0," 
",Masherbrum,0.1601589552187186,0.8333333333333334,0.837705035210099,0.13346579601559883
8,0," 
",Sherpi Kangri,0.1601589552187186,0.06666666666666667,0.06530926896308652,0.010677263681247906
9,0," 

",$\it{Other}$,0.26853672746835383,0.03333333333333333,0.02772508407964912,0.008951224248945127
10,0," 

",Masherbrum,0.26853672746835383,0.8666666666666667,0.859605616011027,0.23273183047257331
11,0," 

",Sherpi Kangri,0.26853672746835383,0.1,0.11266929990932378,0.026853672746835384
12,0, First,$\it{Other}$,0.2119763246350484,0.16666666666666666,0.1493574074924939,0.03532938743917473
13,0, First,Masherbrum,0.2119763246350484,0.7666666666666667,0.7801427326950616,0.16251518222020378
14,0, First,Sherpi Kangri,0.2119763246350484,0.06666666666666667,0.0704998598124444,0.014131754975669894
15,0, The,$\it{Other}$,0.06370378577851364,0.2,0.18876303000816094,0.012740757155702729
16,0, The,Masherbrum,0.06370378577851364,0.6333333333333333,0.64521193830098,0.04034573099305864
17,0, The,Sherpi Kangri,0.06370378577851364,0.16666666666666666,0.16602503169085914,0.010617297629752272
18,0, We,$\it{Other}$,0.05946175853267311,0.1,0.095128501633434,0.0059461758532673116
19,0, We,Masherbrum,0.05946175853267311,0.8,0.8055681301131373,0.04756940682613849
20,0, We,Sherpi Kangri,0.05946175853267311,0.1,0.09930336825342855,0.0059461758532673116
21,1,1,$\it{Other}$,0.5264077120925347,0.1,0.09358378916896971,0.05264077120925347
22,1,1,Masherbrum,0.5264077120925347,0.7666666666666667,0.7730817795585749,0.40357924593760997
23,1,1,Sherpi Kangri,0.5264077120925347,0.13333333333333333,0.13333443127245545,0.07018769494567129
24,1,First,$\it{Other}$,0.3708215429354642,0.1,0.09527292688545608,0.03708215429354642
25,1,First,Masherbrum,0.3708215429354642,0.8333333333333334,0.8382614764180923,0.3090179524462202
26,1,First,Sherpi Kangri,0.3708215429354642,0.06666666666666667,0.0664655966964514,0.024721436195697614
27,1,Step,$\it{Other}$,0.10277074497200113,0.06666666666666667,0.059230246279921184,0.006851382998133409
28,1,Step,Masherbrum,0.10277074497200113,0.8,0.7979680222453324,0.0822165959776009
29,1,Step,Sherpi Kangri,0.10277074497200113,0.13333333333333333,0.14280173147474667,0.013702765996266818
30,10, list,$\it{Other}$,0.2786653092138754,0.1,0.09981110329587362,0.02786653092138754
31,10, list,Masherbrum,0.2786653092138754,0.7333333333333333,0.7413988363635727,0.20435456009017527
32,10, list,Sherpi Kangri,0.2786653092138754,0.16666666666666666,0.15879006034055382,0.046444218202312565
33,10, reliable,$\it{Other}$,0.7213346907861246,0.06666666666666667,0.06039813269089939,0.04808897938574164
34,10, reliable,Masherbrum,0.7213346907861246,0.8666666666666667,0.8797538737302834,0.6251567320146413
35,10, reliable,Sherpi Kangri,0.7213346907861246,0.06666666666666667,0.059847993578817135,0.04808897938574164
36,100, of,$\it{Other}$,1.0,0.0,0.0,0.0
37,100, of,Masherbrum,1.0,1.0,1.0,1.0
38,100, of,Sherpi Kangri,1.0,0.0,0.0,0.0
39,101, ,$\it{Other}$,1.0,0.0,0.0,0.0
40,101, ,Masherbrum,1.0,1.0,1.0,1.0
41,101, ,Sherpi Kangri,1.0,0.0,0.0,0.0
42,102,7,$\it{Other}$,1.0,0.0,0.0,0.0
43,102,7,Masherbrum,1.0,1.0,1.0,1.0
44,102,7,Sherpi Kangri,1.0,0.0,0.0,0.0
45,103,",",$\it{Other}$,1.0,0.0,0.0,0.0
46,103,",",Masherbrum,1.0,1.0,1.0,1.0
47,103,",",Sherpi Kangri,1.0,0.0,0.0,0.0
48,104,338,$\it{Other}$,0.25070851572892505,0.0,0.0,0.0
49,104,338,Masherbrum,0.25070851572892505,1.0,1.0,0.25070851572892505
50,104,338,Sherpi Kangri,0.25070851572892505,0.0,0.0,0.0
51,104,380,$\it{Other}$,0.7492914842710748,0.0,0.0,0.0
52,104,380,Masherbrum,0.7492914842710748,1.0,1.0,0.7492914842710748
53,104,380,Sherpi Kangri,0.7492914842710748,0.0,0.0,0.0
54,105, meters,$\it{Other}$,1.0,0.0,0.0,0.0
55,105, meters,Masherbrum,1.0,1.0,1.0,1.0
56,105, meters,Sherpi Kangri,1.0,0.0,0.0,0.0
57,106, (,$\it{Other}$,1.0,0.0,0.0,0.0
58,106, (,Masherbrum,1.0,1.0,0.9999999999999996,1.0
59,106, (,Sherpi Kangri,1.0,0.0,0.0,0.0
60,107,24,$\it{Other}$,1.0,0.0,0.0,0.0
61,107,24,Masherbrum,1.0,1.0,1.0,1.0
62,107,24,Sherpi Kangri,1.0,0.0,0.0,0.0
63,108,",",$\it{Other}$,1.0,0.0,0.0,0.0
64,108,",",Masherbrum,1.0,1.0,0.9999999999999996,1.0
65,108,",",Sherpi Kangri,1.0,0.0,0.0,0.0
66,109,212,$\it{Other}$,0.21388581652387997,0.0,0.0,0.0
67,109,212,Masherbrum,0.21388581652387997,1.0,1.0000000000000004,0.21388581652387997
68,109,212,Sherpi Kangri,0.21388581652387997,0.0,0.0,0.0
69,109,213,$\it{Other}$,0.7307255940789688,0.0,0.0,0.0
70,109,213,Masherbrum,0.7307255940789688,1.0,1.0,0.7307255940789688
71,109,213,Sherpi Kangri,0.7307255940789688,0.0,0.0,0.0
72,109,214,$\it{Other}$,0.05538858939715121,0.0,0.0,0.0
73,109,214,Masherbrum,0.05538858939715121,1.0,1.0,0.05538858939715121
74,109,214,Sherpi Kangri,0.05538858939715121,0.0,0.0,0.0
75,11, and,$\it{Other}$,0.053166274146609946,0.03333333333333333,0.03232230474176682,0.0017722091382203315
76,11, and,Masherbrum,0.053166274146609946,0.9,0.9051172099705829,0.047849646731948955
77,11, and,Sherpi Kangri,0.053166274146609946,0.06666666666666667,0.0625604852876506,0.003544418276440663
78,11, list,$\it{Other}$,0.0513051507031682,0.03333333333333333,0.025123883060434372,0.0017101716901056065
